Angle theta,Perpendicular,Parallel,Unpolarised
63.8,564.9248547,879.3466752,722.1357649
63.9,345.6655087,807.6553625,576.6604356
64,171.7707561,743.5772285,457.6739923
64.1,59.09937428,692.2970733,375.6982238
64.2,17.32291368,657.652011,337.4874623
64.3,49.02571056,641.7771774,345.401444
64.4,149.5167164,644.9256169,397.2211667
64.5,307.3670698,665.4785558,486.4228128
64.6,505.6142309,700.1428887,602.8785598
64.7,723.5067675,744.3137494,733.9102584
64.8,938.6102955,792.5634425,865.586869
64.9,1129.060031,839.20548,984.1327555
65,1275.732369,878.8752746,1077.303822
65.1,1364.118056,907.0679088,1135.592982
65.2,1385.711682,920.5784236,1153.145053
65.3,1338.782904,917.8007008,1128.291802
65.4,1228.458709,898.8561176,1063.657413
65.5,1066.116535,865.5411389,965.8288371
65.6,868.1577724,821.1019766,844.6298745
65.7,654.2931465,769.8624065,712.0777765
65.8,445.5193038,716.7458997,581.1326018
65.9,261.9949332,666.7438321,464.3693826
66,121.0321975,624.3865951,372.7093963
66.1,35.40460904,593.2734342,314.3390216
66.2,12.13755001,575.7099398,293.9237449
66.3,51.8962718,572.4900873,312.1931795
66.4,149.0238808,582.8438684,365.9338746
66.5,292.2150895,604.5536223,448.3843559
66.6,465.7472715,634.224068,549.9856697
66.7,651.1351476,667.6747265,659.404937
66.8,829.0347567,700.4106315,764.7226941
66.9,981.2001406,728.1193128,854.6597267
67,1092.294355,747.1398203,919.7170875
67.1,1151.374818,754.8532315,953.1140246
67.2,1152.909383,749.9532035,951.4312933
67.3,1097.229774,732.568669,914.8992214
67.4,990.3877815,704.2272137,847.3074976
67.5,843.4406853,667.6652065,755.5529459
67.6,671.2494484,626.5074484,648.8784484
67.7,490.92063,584.8531507,537.8868904
67.8,320.0560161,546.8149246,433.4354703
67.9,174.9896702,516.062112,345.5258911
68,69.18925877,495.418747,282.3040029
68.1,11.97784033,486.5598674,249.2688539
68.2,7.69638653,489.8385676,248.7674771
68.3,55.38014398,504.2613899,279.8207669
68.4,148.9686463,527.6130561,338.2908512
68.5,278.0152995,556.7149991,417.3651493
68.6,428.8134654,587.7875005,508.3004829
68.7,585.8166729,616.874084,601.3453784
68.8,733.2046716,640.2803671,686.7425194
68.9,856.4367256,654.9785116,755.7076186
69,943.6393798,658.9328005,801.2860902
69.1,986.696822,651.3111719,819.003997
69.2,981.9453262,632.5606668,807.2529965
69.3,930.4153412,604.3401929,767.377767
69.4,837.611071,569.3200169,703.465544
69.5,712.863124,530.8721713,621.8676477
69.6,568.3304369,492.6878463,530.5091416
69.7,417.7593674,458.3655326,438.06245
69.8,275.1277798,431.0163571,353.0720685
69.9,153.3086134,412.9304655,283.1195395
70,62.88068229,405.3408059,234.1107441
70.1,11.19552666,408.3091574,209.752342
70.2,1.780385221,420.7450777,211.2627315
70.3,34.12201982,440.5532581,237.3376389
70.4,103.8379466,464.8903086,284.3641276
70.5,203.2044515,490.4998953,346.8521734
70.6,321.9781582,514.0867609,418.0324595
70.7,448.4228115,532.6864071,490.5546093
70.8,570.4373928,543.9884583,557.2129255
70.9,676.6767159,546.5777721,611.627244
71,757.5611938,540.067445,648.8143194
71.1,806.087445,525.1107738,665.5991094
71.2,818.3738941,503.2934441,660.8336691
71.3,793.9029841,476.9210649,635.4120245
71.4,735.4511958,448.7290452,592.0901205
71.5,648.7268881,421.5503688,535.1386285
71.6,541.7613933,397.9810908,469.871242
71.7,424.1186894,380.0829303,402.1008098
71.8,306.0018511,369.157256,337.5795536
71.9,197.3396109,365.6157254,281.4776682
72,106.9337917,368.9609381,237.9473649
72.1,41.73882701,377.877151,209.807989
72.2,6.329389698,390.4179523,198.373671
72.3,2.593010183,404.2663776,203.4296939
72.4,29.66343702,417.0345952,223.3490161
72.5,84.08931596,426.5659734,255.3276447
72.6,160.2133524,431.2025325,295.7079425
72.7,250.7209715,429.9854297,340.3532006
72.8,347.3056999,422.76463,385.0351649
72.9,441.39171,410.205229,425.7984695
73,524.8523584,393.6906491,459.2715037
73.1,590.6668844,375.1355673,482.9012258
73.2,633.4650746,356.7324471,495.0987609
73.3,649.9207849,340.6636007,495.2921928
73.4,638.9686513,328.8148527,483.891752
73.5,601.8330026,322.5266097,462.1798061
73.6,541.8727543,322.4135102,432.1431323
73.7,464.2598922,328.2754033,396.2676477
73.8,375.521124,339.111193,357.3161585
73.9,282.9816834,353.2344556,318.1080695
74,194.1565772,368.4772119,281.3168946
74.1,116.1374862,382.457325,249.2974056
74.2,55.02295427,392.8770308,223.9499926
74.3,15.43555512,397.816049,206.625802
74.4,0.16270922,395.983085,198.0728971
74.5,9.948223173,386.894279,198.4212511
74.6,43.45007918,370.9557404,207.2029098
74.7,97.36728186,349.4387102,223.402996
74.8,166.7255392,324.348763,245.5371511
74.9,245.2991295,298.2032557,271.7511926
75,326.1354042,273.7424241,299.9389141
75.1,402.1398486,253.6077708,327.8738097
75.2,466.674201,240.025671,353.349936
75.3,514.1183479,234.5339266,374.3261372
75.4,540.3488558,237.784308,389.0665819
75.5,543.0930542,249.4454735,396.2692638
75.6,522.1272224,268.2190553,395.1731389
75.7,479.2999944,291.9685013,385.6342479
75.8,418.3766422,317.9470164,368.1618293
75.9,344.7152616,343.0992217,343.9072417
76,264.8007492,364.4023307,314.6015399
76.1,185.6754984,379.2077772,282.4416378
76.2,114.3157126,385.5439135,249.9298131
76.3,57.00810986,382.3446695,219.6763897
76.4,18.78289782,369.5774525,194.1801752
76.5,2.954941105,348.2550876,175.6050144
76.6,10.81622414,320.3299167,165.5730704
76.7,41.50968899,288.4817352,164.9957121
76.8,92.09838587,255.8234703,173.9609281
76.9,157.826046,225.557962,191.692004
77,232.5473141,200.6248047,216.5860594
77.1,309.2896683,183.3772945,246.3334814
77.2,380.8961016,175.3259824,278.111042
77.3,440.689275,176.977591,308.833433
77.4,483.0949893,187.7870111,335.4410002
77.5,504.1658562,206.2270707,355.1964634
77.6,501.9548197,229.967264,365.9610418
77.7,476.7019238,256.1402367,366.4210802
77.8,430.8152054,281.6649605,356.240083
77.9,368.6461518,303.5893455,336.1177486
78,296.0799199,319.4132047,307.7465623
78.1,219.9785251,327.3552027,273.6668639
78.2,147.5296762,326.5343091,237.0319926
78.3,85.56339704,317.0465165,201.3049568
78.4,39.90203692,299.9299215,169.9159792
78.5,14.80634086,277.0242568,145.9152988
78.6,12.57116363,250.7430589,131.6571112
78.7,33.31001929,223.7864612,128.5482403
78.8,74.94936295,198.8289847,136.8891738
78.9,133.4330949,178.2189521,155.8260235
79,203.1172793,163.724071,183.4206752
79.1,277.3165166,156.3516122,216.8340644
79.2,348.9486455,156.2622438,252.6054447
79.3,411.214953,162.7851267,287.0000398
79.4,458.2497737,174.5297222,316.3897479
79.5,485.6765931,189.5783837,337.6274884
79.6,491.0171883,205.7345333,348.3758608
79.7,473.9149895,220.7951626,347.355076
79.8,436.152251,232.8142048,334.4832279
79.9,381.4609213,240.3252269,310.8930741
80,315.1472774,242.4975735,278.8224254
80.1,243.5684243,239.2088258,241.3886251
80.2,173.5128886,231.0270999,202.2699942
80.3,111.5463729,219.1079666,165.3271697
80.4,63.38648161,205.0212454,134.2038635
80.5,33.36664298,190.5313233,111.9489831
80.6,24.03999642,177.3599702,100.6999833
80.7,35.9596806,166.9622469,101.4609638
80.8,67.65424523,160.3438693,113.9990573
80.9,115.7976205,157.9426268,136.8701236
81,175.5541477,159.5879172,167.5710325
81.1,241.0624732,164.5422389,202.802356
81.2,306.009245,171.6178873,238.8135661
81.3,364.2357365,179.3524624,271.7940995
81.4,410.3184179,186.2193246,298.2688713
81.5,440.0682081,190.8447673,315.4564877
81.6,450.9021682,192.2029502,321.5525592
81.7,442.0547405,189.7626357,315.9086881
81.8,414.6118816,183.5661067,299.0889942
81.9,371.3689102,174.2295094,272.7992098
82,316.5298542,162.8641338,239.696994
82.1,255.2808743,150.9285112,203.1046928
82.2,193.2815794,140.0303505,166.6559649
82.3,136.1247316,131.7040884,133.91441
82.4,88.81644053,127.1933084,108.0048744
82.5,55.32547205,127.2670334,91.2962527
82.6,38.24223985,132.0949111,85.16857549
82.7,38.57634113,141.1990644,89.88770278
82.8,55.70740566,153.4907547,104.5990802
82.9,87.48899684,167.3892005,127.4390987
83,130.490827,181.0092557,155.7500414
83.1,180.3520066,192.3955257,186.3737661
83.2,232.2085738,199.7740669,215.9913203
83.3,281.1529441,201.7899061,241.4714251
83.4,322.6815513,197.6996694,260.1906103
83.5,353.0897847,187.4935373,270.291661
83.6,369.7799023,171.9290099,270.8544561
83.7,371.4571172,152.4695803,261.9633488
83.8,358.2004786,131.1331126,244.6667956
83.9,331.4073136,110.2660642,220.8366889
84,293.6216764,92.2692763,192.9454764
84.1,248.2673873,79.30766518,163.7875262
84.2,199.3139566,73.0389247,136.1764407
84.3,150.9083884,74.39487998,112.6516342
84.4,107.0072659,83.44352552,95.22539569
84.5,71.04170552,99.35064608,85.1961758
84.6,45.64307915,120.448307,83.04569308
84.7,32.45046047,144.4047766,88.42761852
84.8,32.01234151,168.4781276,100.2452345
84.9,43.78614777,189.8253514,116.8057496
85,66.23033098,205.8315879,136.0309595
85.1,96.97610878,214.4209501,155.6985294
85.2,133.0598741,214.3118396,173.6858568
85.3,171.1933311,205.1855081,188.1894196
85.4,208.0467235,187.7462848,197.8965042
85.5,240.5210637,163.6642726,202.0926682
85.6,265.9878277,135.4049712,200.6963995
85.7,282.4787342,105.9636229,194.2211785
85.8,288.813495,78.53350857,183.6735018
85.9,284.6592445,56.14557462,170.4024096
86,270.5211864,41.32064923,155.9209178
86.1,247.6693609,35.77460171,141.7219813
86.2,218.0109388,40.21116812,129.1110535
86.3,183.9208245,54.22742347,119.074124
86.4,148.0454688,76.34412748,112.1947981
86.5,113.095624,104.1588718,108.6272479
86.6,81.64342266,134.6057701,108.1245964
86.7,55.93778352,164.2930122,110.1153979
86.8,37.74997743,189.8804134,113.8151954
86.9,28.25844992,208.4542131,118.3563315
87,27.97894275,217.8564131,122.9176779
87.1,36.74279282,216.9309067,126.8368497
87.2,53.72319366,205.6579938,129.6905937
87.3,77.50632315,185.1615227,131.3339229
87.4,106.2016754,157.5874053,131.8945403
87.5,137.5837621,125.8669399,131.725351
87.6,169.2556272,93.39154218,131.3235847
87.7,198.8233955,63.63561579,131.2295057
87.8,224.0703946,39.77020962,131.9203021
87.9,243.119298,24.31113068,133.7152144
88,254.5712618,18.841197,136.7062294
88.1,257.6122014,23.83778811,140.7249948
88.2,252.0781773,38.62477721,145.3514773
88.3,238.4742823,61.45371085,149.9639966
88.4,217.9443797,89.70438471,153.8243822
88.5,192.1923778,120.1814472,156.1869125
88.6,163.3592588,149.4728973,156.416078
88.7,133.8635594,174.3295546,154.096557
88.8,106.2161597,192.0225281,149.1193439
88.9,82.82277971,200.6385937,141.7306867
89,65.78925022,199.2808442,132.5350472
89.1,56.74518421,188.1531011,122.4491427
89.2,56.70098697,168.5200526,112.6105198
89.3,65.9511558,142.5493342,104.250245
89.4,84.03360792,113.0551432,98.54437554
89.5,109.7505278,83.17392807,96.46222796
89.6,141.2512517,56.01000086,98.63062627
89.7,176.1724065,34.2917559,105.2320812
89.8,211.8253602,20.07729878,115.9513295
89.9,245.4164954,14.54195387,129.9792246
90,274.282351,17.87014065,146.0762458
90.1,296.1196646,29.26169515,162.6906799
90.2,309.1900531,47.04934879,178.119701
90.3,312.4806049,68.9113358,190.6959704
90.4,305.8049625,92.15245996,198.9787112
90.5,289.8343212,114.0196216,201.9269714
90.6,266.0537603,132.0145881,199.0341742
90.7,236.645939,144.1679871,190.4069631
90.8,204.3108395,149.243898,176.7773688
90.9,172.0362746,146.853282,159.4447783
91,142.8387363,137.4657345,140.1522354
91.1,119.4973226,122.3212629,120.9092928
91.2,104.30461,103.2555362,103.7800731
91.3,98.85727814,82.46192345,90.65960079
91.4,103.9060765,62.22050061,83.06328857
91.5,119.2796213,44.62729508,81.95345819
91.6,143.8899555,31.35606985,87.62301266
91.7,175.8204012,23.48011667,99.65025895
91.8,212.4886602,21.37349918,116.9310797
91.9,250.8710977,24.70099792,137.7860478
92,287.768352,32.49494176,160.1316469
92.1,320.0884076,43.30653023,181.6974689
92.2,345.1214639,55.41044173,200.2659528
92.3,360.7815101,67.03552774,213.9085189
92.4,365.792449,76.59189603,221.1921725
92.5,359.8016392,82.86592766,221.3337834
92.6,343.4103751,85.15953147,214.2849533
92.7,318.1184807,83.35756175,200.7380212
92.8,286.1881228,77.91681319,182.052468
92.9,250.4394124,69.78014515,160.1097788
93,213.9966358,60.22879661,137.1127162
93.1,180.0084592,50.69364675,115.351053
93.2,151.3677491,42.55111105,96.95943006
93.3,130.4565409,36.930948,83.69374445
93.4,118.9391902,34.56132494,76.75025758
93.5,117.6221054,35.67133105,76.64671823
93.6,126.3921478,39.96341408,83.17778097
93.7,144.2384023,46.65895485,95.44867858
93.8,169.3542827,54.61056761,111.9824251
93.9,199.3095799,62.46595404,130.887767
94,231.2757736,68.86135842,150.068566
94.1,262.2832949,72.61873185,167.4510134
94.2,289.4868596,72.92011683,181.2034882
94.3,310.4146922,69.43558723,189.9251397
94.4,323.1794254,62.3869713,192.7831984
94.5,326.6324448,52.53780551,189.5851252
94.6,320.4490468,41.10948047,180.7792637
94.7,305.1384135,29.63314487,167.3857792
94.8,281.9794336,19.75541239,150.867423
94.9,252.8901412,13.02218791,132.9561646
95,220.2443689,10.66818185,115.4562754
95.1,186.6536079,13.43947686,100.0465424
95.2,154.73465,21.47284021,88.10374509
95.3,126.8841855,34.24876099,80.56647325
95.4,105.0801468,50.62623806,77.85319245
95.5,90.72643291,68.957243,79.84183796
95.6,84.55308353,87.26877271,85.91092812
95.7,86.57848338,103.4917313,95.03510732
95.8,96.13432157,115.7096276,105.9219746
95.9,111.948378,122.3970461,117.172712
96,132.2752768,122.6184548,127.4468658
96.1,155.0615656,116.1621339,135.6118498
96.2,178.1291473,103.5913624,140.8602548
96.3,199.3603392,86.20464976,142.7824945
96.4,216.8686548,65.90758516,141.38812
96.5,229.1416101,45.00952521,137.0755677
96.6,235.1451664,25.96755743,130.5563619
96.7,234.3834381,11.10684212,122.7451401
96.8,226.9116022,2.349722287,114.6306623
96.9,213.3041059,0.985472197,107.1447891
97,194.5839163,7.508253822,101.0460851
97.1,172.1213781,21.54324275,96.83231045
97.2,147.5130591,41.8708434,94.69195127
97.3,122.4516878,66.54760553,94.49964668
97.4,98.59796754,93.1112035,95.85458552
97.5,77.46382372,118.8469723,98.15539799
97.6,60.31472967,141.0861755,100.7004526
97.7,48.09642225,157.5022841,102.7993532
97.8,41.38884125,166.3715371,103.8801892
97.9,40.38776125,166.7679613,103.5778613
98,44.91254244,158.67039,101.7914662
98.1,54.43685006,142.9690044,98.70292723
98.2,68.13814956,121.3703565,94.75425304
98.3,84.9612694,96.21140482,90.58633711
98.4,103.6912653,70.20344892,86.94735713
98.5,123.0311044,46.13480083,84.58295263
98.6,141.6801747,26.56565631,84.1229155
98.7,158.4101811,13.54940748,85.97979428
98.8,172.1354972,8.411492703,90.27349496
98.9,181.9754308,11.61019229,96.79281153
99,187.3061064,22.69434102,105.0002237
99.1,187.7998003,40.361846,114.0808231
99.2,183.4496445,62.61146168,123.0305531
99.3,174.5777566,86.96980367,130.7737801
99.4,161.8251463,110.7672777,136.296212
99.5,146.1223014,131.431395,138.7768482
99.6,128.640215,146.7644084,137.7023117
99.7,110.7227964,155.1744671,132.9486317
99.8,93.80305618,155.8352442,124.8191502
99.9,79.30705713,148.7575307,114.0322939
100,68.55121174,134.7665794,101.6588956
100.1,62.63988999,115.3898152,89.01485261
100.2,62.37126018,92.66963097,77.52044557
100.3,68.1596359,68.9242121,68.541924
100.4,79.98219689,46.48474586,63.23347137
100.5,97.35671624,27.43940268,62.39805946
100.6,119.3548806,13.4129496,66.38391511
100.7,144.6530456,5.406018027,75.02953183
100.8,171.6190363,3.710532609,87.66478444
100.9,198.4301693,7.908549485,103.1693594
101,223.2143808,16.95187507,120.0831279
101.1,244.2035448,29.31051581,136.7570303
101.2,259.8861087,43.17033195,151.5282203
101.3,269.1453085,56.65510506,162.9002068
101.4,271.3696597,68.04613327,169.7078965
101.5,266.5241745,75.97361821,171.2488963
101.6,255.1737653,79.55828897,167.3660272
101.7,238.4543283,78.48834901,158.4713386
101.8,217.9917028,73.02507633,145.5083896
101.9,195.7736537,63.93922363,129.8564387
102,173.9847146,52.38867626,113.1866954
102.1,154.8176924,39.75463501,97.28616371
102.2,140.2784219,27.4581064,83.86826416
102.3,132.0016404,16.78020659,74.3909235
102.4,131.0954417,8.708569976,69.90200583
102.5,138.0296309,3.828213814,70.92892237
102.6,152.5795943,2.269092067,77.42434318
102.7,173.8323355,3.715076432,88.77370594
102.8,200.2555713,7.47118944,103.8633804
102.9,229.8247759,12.5785756,121.2016758
103,260.1974076,17.96083789,139.0791227
103.1,288.9188214,22.5816957,155.7502586
103.2,313.6410589,25.59286137,169.6169601
103.3,332.3341675,26.45267953,179.3934235
103.4,343.4701357,25.00018129,184.2351585
103.5,346.1619096,21.47522363,183.8185666
103.6,340.2440938,16.48253158,178.3633127
103.7,326.2874209,10.90482066,168.5961208
103.8,305.5453889,5.776815307,155.6611021
103.9,279.8379769,2.137060871,140.9875189
104,251.3834133,0.877316506,126.1303649
104.1,222.593976,2.609658857,112.6018174
104.2,195.8552524,7.569186659,101.7122196
104.3,173.3098187,15.5656835,94.43775109
104.4,156.6657725,25.9913448,91.32855863
104.5,147.048015,37.88449408,92.46625456
104.6,144.9058944,50.0420063,97.47395033
104.7,149.9852283,61.16682729,105.5760278
104.8,161.3663953,70.03232544,115.6993604
104.9,177.5637518,75.64282127,126.6032866
105,196.6757622,77.36982112,137.0227916
105.1,216.5704895,75.04622258,145.808356
105.2,235.0879614,69.00573458,152.046848
105.3,250.2396842,60.06136181,155.150523
105.4,260.3863239,49.42423713,154.9052805
105.5,264.3771973,38.57143766,151.4743175
105.6,261.6394042,29.07779,145.3585971
105.7,252.2097335,22.43127487,137.3205042
105.8,236.708313,19.85390901,128.281111
105.9,216.2587392,22.14962619,119.2041827
106,192.3645279,29.5977265,110.9811272
106.1,166.7556598,41.90525789,104.3304589
106.2,141.2213887,58.22484934,99.72311904
106.3,117.4461414,77.23684557,97.34149347
106.4,96.86424777,97.28701055,97.07562916
106.5,80.54658976,116.5644748,98.55553227
106.6,69.12837419,133.2997858,101.21408
106.7,62.78259011,145.9604547,104.3715224
106.8,61.23882078,153.4215697,107.3301952
106.9,63.84248407,155.0918478,109.4671659
107,69.64575057,150.9805915,110.313171
107.1,77.51871278,141.6978019,109.6082573
107.2,86.26808544,128.3873787,107.3277321
107.3,94.7508769,112.6010077,103.6759423
107.4,101.9719876,96.12710388,99.04954572
107.5,107.1573187,80.79425292,93.97578581
107.6,109.7973523,68.27140285,89.03437759
107.7,109.6598593,59.8872798,84.77356957
107.8,106.7739605,56.48913801,81.63154925
107.9,101.3907928,58.35629731,79.87354505
108,93.92819305,65.1775351,79.55286408
108.1,84.90789593,76.0940421,80.50096902
108.2,74.89368599,89.80218764,82.34793681
108.3,64.43782256,104.7036355,84.57072904
108.4,54.04107853,119.0851747,86.5631266
108.5,44.12920644,131.3075565,87.71838149
108.6,35.04593486,139.9819893,87.51396206
108.7,27.06007839,144.1147611,85.58741976
108.8,20.38235614,143.2045006,81.79342835
108.9,15.18631163,137.2823171,76.23431436
109,11.62745708,126.8918103,69.25963367
109.1,9.855441291,113.0128747,61.43415802
109.2,10.01554725,96.93955906,53.47755316
109.3,12.23793288,80.12722535,46.18257911
109.4,16.61542411,64.02735549,40.3213898
109.5,23.17299869,49.92923526,36.55111697
109.6,31.83401328,38.82637016,35.33019172
109.7,42.3894305,31.32206206,36.85574628
109.8,54.47659175,27.58355739,41.03007457
109.9,67.57337501,27.34819944,47.46078723
110,81.01192661,29.97881076,55.49536869
110.1,94.01374566,34.5598394,64.28679253
110.2,105.7450237,40.02128843,72.88315605
110.3,115.3881678,45.27461848,80.33139315
110.4,122.2227624,49.34395996,85.78336118
110.5,125.7072246,51.47714412,88.59218435
110.6,125.5513939,51.22406208,88.38772797
110.7,121.7704517,48.47427528,85.12236347
110.8,114.7119504,43.45105645,79.08150342
110.9,105.0502405,36.66447302,70.85735674
111,93.74597182,28.83106881,61.28852032
111.1,81.97224557,20.77156225,51.37190391
111.2,71.01295771,13.30031384,42.15663578
111.3,62.14243074,7.120876638,34.63165369
111.4,56.49812946,2.740704124,29.61941679
111.5,54.95973831,0.415252,27.68749515
111.6,58.04791048,0.127662666,29.08778657
111.7,65.85451405,1.605498904,33.73000648
111.8,78.01330571,4.371200817,41.19225326
111.9,93.71593643,7.818680258,50.76730834
112,111.7734539,11.30526386,61.53935888
112.1,130.7185317,14.24643207,72.4824819
112.2,148.9390794,16.20067328,82.56987632
112.3,164.8302012,16.9332679,90.88173456
112.4,176.9491226,16.45072153,96.69992206
112.5,184.1569845,15.00149195,99.57923823
112.6,185.7324539,13.0430908,99.38777237
112.7,181.4448231,11.1800196,96.31242134
112.8,171.5784128,10.0807687,90.82959074
112.9,156.9052121,10.38479642,83.64500424
113,138.6082236,12.61168359,75.6099536
113.1,118.163327,17.084378,67.62385252
113.2,97.1920143,23.87664857,60.53433144
113.3,77.30057436,32.79179803,55.0461862
113.4,59.92282566,43.37572628,51.64927597
113.5,46.18312687,54.96309677,50.57311182
113.6,36.79416141,66.75117697,51.77266919
113.7,32.0001273,77.89242364,54.94627547
113.8,31.57089779,87.59449574,59.58269677
113.9,34.84702039,95.21539472,65.03120755
114,40.82973936,100.3419698,70.58585457
114.1,48.30521229,102.8420139,75.5736131
114.2,55.98832412,102.8833635,79.43584383
114.3,62.66942335,100.9174073,81.79341533
114.4,67.34716028,97.62871413,82.4879372
114.5,69.33242007,93.85658321,81.59450164
114.6,68.31190713,90.49770011,79.40480362
114.7,64.36483771,88.40134837,76.38309304
114.8,57.93186058,88.26950744,73.10068401
114.9,49.74108028,90.57356614,70.15732321
115,40.70121839,95.49738173,68.09930006
115.1,31.77589238,102.9132663,67.34457936
115.2,23.8552372,112.393575,68.1244061
115.3,17.64135614,123.2563766,70.44886635
115.4,13.562317,134.6397148,74.10101592
115.5,11.72580152,145.5956846,78.66074308
115.6,11.91849078,155.193339,83.55591491
115.7,13.65142476,162.618559,88.13499187
115.8,16.24561807,167.2595405,91.75257928
115.9,18.94687798,168.7684063,93.85764215
116,21.05472826,167.0923838,94.07355601
116.1,22.04811897,162.4716438,92.2598814
116.2,21.6905173,155.40482,88.54766863
116.3,20.09909012,146.5869463,83.34301822
116.4,17.76680415,136.8276379,77.29722102
116.5,15.531933,126.9594241,71.24567853
116.6,14.49601992,117.7470174,66.12151867
116.7,15.89802296,109.8078755,62.85294923
116.8,20.95834846,103.5527768,62.25556265
116.9,30.71100416,99.15251093,64.93175755
117,45.84456826,96.53351466,71.18904146
117.1,66.57270064,95.40178393,80.98724228
117.2,92.55241925,95.29107918,93.92174921
117.3,122.8635313,95.6287179,109.2461246
117.4,156.0559335,95.81041979,125.9331766
117.5,190.2636989,95.27493501,142.769317
117.6,223.3768362,93.56959645,158.4732163
117.7,253.2542706,90.39940839,171.8268395
117.8,277.9558587,85.6545993,181.805229
117.9,295.9678331,79.41441449,187.6911238
118,306.3954814,71.92793442,189.1617079
118.1,309.0992674,63.5754981,186.3373827
118.2,304.7558485,54.8165478,179.7861981
118.3,294.8330358,46.1311302,170.482083
118.4,281.4769028,37.9627405,159.7198217
118.5,267.3189944,30.66965573,148.9943251
118.6,255.2208368,24.49047495,139.8556559
118.7,247.9806329,19.5274801,133.7540565
118.8,248.0322401,15.74894398,131.8905921
118.9,257.1685885,13.00897709,135.0887828
119,276.3202821,11.08125129,143.7007667
119.1,305.415278,9.701252816,157.5582654
119.2,343.3376834,8.610802483,175.974243
119.3,387.993642,7.598536242,197.7960891
119.4,436.4810239,6.530844481,221.5059342
119.5,485.3484142,5.369294828,245.3588545
119.6,530.9189235,4.172586653,267.5457551
119.7,569.6467624,3.083322133,286.3650423
119.8,598.4702001,2.30202085,300.3861105
119.9,615.1240177,2.052562894,308.5882903
120,618.378017,2.544385765,310.4612014
120.1,608.1752437,3.937135897,306.0561898
120.2,585.6536594,6.313044355,295.9833519
120.3,553.04699,9.661125767,281.3540579
120.4,513.4731446,13.87555736,263.674351
120.5,470.6305716,18.76852527,244.6995484
120.6,428.4328971,24.09571613,226.2643066
120.7,390.6190743,29.59077567,210.104925
120.8,360.3792681,35.00371225,197.6914902
120.9,340.0354479,40.13757945,190.0865137
121,330.8102371,44.87792447,187.8440808
121.1,332.7085226,49.2104235,190.959473
121.2,344.5245883,53.22372232,198.8741553
121.3,363.9743582,57.09654855,210.5354534
121.4,387.939112,61.07038698,224.5047495
121.5,412.7952032,65.41110734,239.1031553
121.6,434.7951481,70.36461671,252.5798824
121.7,450.4599632,76.11263535,263.2862993
121.8,456.9414215,82.73491249,269.838167
121.9,452.3161237,90.18355622,271.24984
122,435.7805949,98.2737154,267.0271552
122.1,407.7272559,106.6927915,257.2100237
122.2,369.693917,115.0279346,242.3609258
122.3,324.1930347,122.8091024,223.5010686
122.4,274.4398674,129.5627584,202.0013129
122.5,224.0094792,134.869659,179.4395691
122.6,176.4600784,138.4193563,157.4397173
122.7,134.963635,140.0541539,137.5088945
122.8,101.9837091,139.7963194,120.8900143
122.9,79.03506485,137.8542552,108.44466
123,66.55052363,134.6058595,100.5781916
123.1,63.8686308,130.5601416,97.21438621
123.2,69.34237468,126.3009584,97.82166654
123.3,80.55586938,122.41914,101.4875047
123.4,94.62405562,119.4409602,107.0325079
123.5,108.5413881,117.7616475,113.1515178
123.6,119.5401599,117.5923076,118.5662337
123.7,125.4181464,118.9272423,122.1726943
123.8,124.7987388,121.5363576,123.1675482
123.9,117.2942962,124.9844132,121.1393547
124,103.5542393,128.6756219,116.1149306
124.1,85.19226378,131.918971,108.5556174
124.2,64.60053721,134.0069796,99.3037584
124.3,44.67139321,134.2987893,89.48509123
124.4,28.45745284,132.2977364,80.37759463
124.5,18.80813665,127.7139998,73.26106823
124.6,18.02340832,120.5045248,69.26396656
124.7,27.5639841,110.8850229,69.22450352
124.8,47.85131501,99.3121313,73.58172316
124.9,78.18103543,86.43740246,82.30921895
125,116.7613055,73.03824358,94.89977453
125.1,160.8738785,59.93380704,110.4038428
125.2,207.1422664,47.89578717,127.5190268
125.3,251.8795089,37.56483923,144.7221741
125.4,291.4790611,29.38279206,160.4309266
125.5,322.8071742,23.54901541,173.1780948
125.6,343.5544248,20.00642768,181.7804262
125.7,352.5078355,18.45902422,185.4834298
125.8,349.7129541,18.41890325,184.0659287
125.9,336.5064793,19.27704456,177.891762
126,315.4133871,20.38902126,167.9012042
126.1,289.9166147,21.16479469,155.5407047
126.2,264.120737,21.15103207,142.6358845
126.3,242.3423261,20.09511625,131.2187212
126.4,228.6676468,17.98212989,123.3248884
126.5,226.5221896,15.03936441,120.780777
126.6,238.2958643,11.7069492,125.0014067
126.7,265.0625474,8.57753574,136.8200416
126.8,306.4236032,6.31207069,156.367837
126.9,360.4929054,5.542033988,183.0174697
127,424.0269861,6.770661446,215.3988238
127.1,492.6896282,10.28631097,251.4879696
127.2,561.4269203,16.10013644,288.7635283
127.3,624.9178285,23.91766928,324.4177489
127.4,678.0577825,33.15003419,355.6039083
127.5,716.4293528,42.96577068,379.6975617
127.6,736.7151397,52.37914554,394.5471426
127.7,737.0133684,60.3660311,398.6896998
127.8,717.025863,65.99448842,391.5101757
127.9,678.1001384,68.55464401,373.3273912
128,623.1211383,67.67164956,345.3963939
128.1,556.2623215,63.38663459,309.8244781
128.2,482.6190189,56.19354851,269.4062837
128.3,407.7579905,47.02436487,227.3911777
128.4,337.2248904,37.18081287,187.2028517
